train.size,percent.correct.labels,auc,N.test,percent.correct.intervals
2,,,96,
4,,,96,
6,,,96,
8,,,96,
10,,,96,
12,,,96,
14,,,96,
16,,,96,
18,96.875,0.990369181380417,96,96.875
20,96.875,0.990369181380417,96,96.875
25,96.875,0.990369181380417,96,96.875
30,96.875,0.990369181380417,96,96.875
35,96.875,0.990369181380417,96,96.875
40,96.875,0.987158908507223,96,96.875
45,96.875,0.974317817014446,96,96.875
50,96.875,0.990369181380417,96,96.875
55,96.875,0.990369181380417,96,96.875
60,92.7083333333333,0.995184590690209,96,92.7083333333333
65,96.875,0.990369181380417,96,96.875
70,96.875,0.990369181380417,96,96.875
75,96.875,0.990369181380417,96,96.875
80,96.875,0.990369181380417,96,96.875
85,96.875,0.990369181380417,96,96.875
90,96.875,0.990369181380417,96,96.875
95,96.875,0.990369181380417,96,96.875
100,96.875,0.990369181380417,96,96.875
200,96.875,0.990369181380417,96,96.875
300,96.875,0.990369181380417,96,96.875
400,96.875,0.990369181380417,96,96.875
500,96.875,0.990369181380417,96,96.875
600,96.875,0.990369181380417,96,96.875
700,97.9166666666667,0.987158908507223,96,97.9166666666667
800,96.875,0.98876404494382,96,96.875
900,96.875,0.990369181380417,96,96.875
1000,96.875,0.990369181380417,96,96.875
3322,96.875,0.990369181380417,96,96.875
